gene,TATA_class
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
